 Statistics List (1),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
6,                         Farm Households by Harvest Area of Garlic/Total Area,Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2015 -> Crops -> Farm Households by Harvest Area of Garlic/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_2015 -> MT_CTITLE_m_2015_40 -> 
6,                         Farm Households by Growing Area of Ginseng/Total Area,Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2015 -> Crops -> Farm Households by Growing Area of Ginseng/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_2015 -> MT_CTITLE_m_2015_40 -> 
6,                         Greenhouse Crop Farming Households/Total Area,Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2015 -> Crops -> Greenhouse Crop Farming Households/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_2015 -> MT_CTITLE_m_2015_40 -> 
6,                         Farm Households by Harvest Area of Greenhouse Tomato/Total Area,Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2015 -> Crops -> Farm Households by Harvest Area of Greenhouse Tomato/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_2015 -> MT_CTITLE_m_2015_40 -> 
6,                         Farm Households by Harvest Area of Greenhouse Strawberry/Total Area,Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2015 -> Crops -> Farm Households by Harvest Area of Greenhouse Strawberry/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_2015 -> MT_CTITLE_m_2015_40 -> 
6,                         Fruit Growing Households/Total Area,Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2015 -> Crops -> Fruit Growing Households/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_2015 -> MT_CTITLE_m_2015_40 -> 
6,                         Farm Households by Growing & Harvest Area of Apple/Total Area,Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2015 -> Crops -> Farm Households by Growing & Harvest Area of Apple/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_2015 -> MT_CTITLE_m_2015_40 -> 
6,                         Farm Households by Growing & Harvest Area of Pear/Total Area,Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2015 -> Crops -> Farm Households by Growing & Harvest Area of Pear/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_2015 -> MT_CTITLE_m_2015_40 -> 
6,                         Farm Households by Growing & Harvest Area of Peach/Total Area,Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2015 -> Crops -> Farm Households by Growing & Harvest Area of Peach/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_2015 -> MT_CTITLE_m_2015_40 -> 
6,                         Farm Households by Growing & Harvest Area of Open Field Grape/Total Area,Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2015 -> Crops -> Farm Households by Growing & Harvest Area of Open Field Grape/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_2015 -> MT_CTITLE_m_2015_40 -> 
6,                         Apple Growing Households by Major Variety,Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2015 -> Crops -> Apple Growing Households by Major Variety", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_2015 -> MT_CTITLE_m_2015_40 -> 
5,                    Livestocks,,,,"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2015 -> Livestocks", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_2015 -> MT_CTITLE_m_2015_50
6,                         Farm Households Raising Livestock/Total Head,Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2015 -> Livestocks -> Farm Households Raising Livestock/Total Head", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_2015 -> MT_CTITLE_m_2015_50 -> 
6,                         Farm Households by Size of Raising Korean Beef Cattle/Total Head,Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2015 -> Livestocks -> Farm Households by Size of Raising Korean Beef Cattle/Total Head", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_2015 -> MT_CTITLE_m_2015_50 -> 
6,                         Farm Households by Size of Raising Pig/Total Head,Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2015 -> Livestocks -> Farm Households by Size of Raising Pig/Total Head", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_2015 -> MT_CTITLE_m_2015_50 -> 
4,               2010,,,,"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1
5,                    Farm Households,,,,"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Farm Households", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_1
6,                         Farm Households by Area of Cultivated Land/Total Cultivated Land,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Farm Households -> Farm Households by Area of Cultivated Land/Total Cultivated Land", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_1 -> 
6,                         Farm Households by Area of Paddy Fields/Total Paddy Fields,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Farm Households -> Farm Households by Area of Paddy Fields/Total Paddy Fields", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_1 -> 
6,                         Farm Households by Area of Upland Fields/Total Upland Fields,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Farm Households -> Farm Households by Area of Upland Fields/Total Upland Fields", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_1 -> 
6,                         Farm Households by Area of Orchards/Total Orchards,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Farm Households -> Farm Households by Area of Orchards/Total Orchards", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_1 -> 
6,                         Farm Households by Area of Greenhouse/Total Greenhouse,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Farm Households -> Farm Households by Area of Greenhouse/Total Greenhouse", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_1 -> 
6,                         Farm Households by Type of Agriculture,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Farm Households -> Farm Households by Type of Agriculture", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_1 -> 
6,                         Farm Households by Details Type of Agriculture(Fruits&Livestock),Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Farm Households -> Farm Households by Details Type of Agriculture(Fruits&Livestock)", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_1 -> 
6,                         Farm Households by Full-time and Part-time Agriculture,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Farm Households -> Farm Households by Full-time and Part-time Agriculture", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_1 -> 
6,                         Farm Households by No. of Farm Household Members,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Farm Households -> Farm Households by No. of Farm Household Members", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_1 -> 
6,                         Farm Households by Age and Educational Attainment of Manager,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Farm Households -> Farm Households by Age and Educational Attainment of Manager", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_1 -> 
6,                         Farm Households Holding Farming Machinery/No.of Farming Machinery,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Farm Households -> Farm Households Holding Farming Machinery/No.of Farming Machinery", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_1 -> 
6,                         Farm Households by Sale Amount of Agricultural and Livestock Products,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Farm Households -> Farm Households by Sale Amount of Agricultural and Livestock Products", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_1 -> 
6,                         Farm Households Practicing Environment-friendly Farming,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Farm Households -> Farm Households Practicing Environment-friendly Farming", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_1 -> 
6,                         Farm Households by Harvest Area of Environment-friendly Paddy Rice/Total Area,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Farm Households -> Farm Households by Harvest Area of Environment-friendly Paddy Rice/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_1 -> 
6,                         Farm Households by Harvest Area of Environment-friendly Vegetables/Total Area,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Farm Households -> Farm Households by Harvest Area of Environment-friendly Vegetables/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_1 -> 
5,                    Farm Household Population,,,,"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Farm Household Population", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_2
6,                         Farm Household Population by Age and Gender/Gender Ratio,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Farm Household Population -> Farm Household Population by Age and Gender/Gender Ratio", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_2 -> 
6,                         Farm Household Population by Age Group and Gender,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Farm Household Population -> Farm Household Population by Age Group and Gender", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_2 -> 
6,                         Farm Household Population (15 years old and over) by Main Occupation and Gender,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Farm Household Population -> Farm Household Population (15 years old and over) by Main Occupation and Gender", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_2 -> 
5,                    Farm Households Workers,,,,"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Farm Households Workers", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_5
6,                         Farm Household Workers by Age and Gender,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Farm Households Workers -> Farm Household Workers by Age and Gender", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_5 -> 
5,                    Crops,,,,"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Crops", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_3
6,                         Farm Households by Harvest Area of Paddy Rice/Total Area,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Crops -> Farm Households by Harvest Area of Paddy Rice/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_3 -> 
6,                         Food Crop Farming(excepting paddy rice) Households/Total Area,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Crops -> Food Crop Farming(excepting paddy rice) Households/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_3 -> 
6,                         Farm Households by Harvest Area of Unhulled Barley and Naked Barley/Total Area,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Crops -> Farm Households by Harvest Area of Unhulled Barley and Naked Barley/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_3 -> 
6,                         Farm Households by Harvest Area of Corn/Total Area,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Crops -> Farm Households by Harvest Area of Corn/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_3 -> 
6,                         Farm Households by Harvest Area of Soybean/Total Area,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Crops -> Farm Households by Harvest Area of Soybean/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_3 -> 
6,                         Farm Households by Harvest Area of Potato/Total Area,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Crops -> Farm Households by Harvest Area of Potato/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_3 -> 
6,                         Farm Households by Harvest Area of Sweet Potato/Total Area,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Crops -> Farm Households by Harvest Area of Sweet Potato/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_3 -> 
6,"                         Vegetable, Cash, Flowering and Other Crop Farming Households /Total Area",Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Crops -> Vegetable, Cash, Flowering and Other Crop Farming Households /Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_3 -> 
6,                         Farm Households by Harvest Area of Chinese Cabbage/Total Area,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Crops -> Farm Households by Harvest Area of Chinese Cabbage/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_3 -> 
6,                         Farm Households by Harvest Area of Hot Pepper/Total Area,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Crops -> Farm Households by Harvest Area of Hot Pepper/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_3 -> 
6,                         Farm Households by Harvest Area of Onion/Total Area,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Crops -> Farm Households by Harvest Area of Onion/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_3 -> 
6,                         Farm Households by Harvest Area of Garlic/Total Area,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Crops -> Farm Households by Harvest Area of Garlic/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_3 -> 
6,                         Farm Households by Growing Area of Ginseng/Total Area,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Crops -> Farm Households by Growing Area of Ginseng/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_3 -> 
6,                         Farm Households by Growing Area of Medicinal Crops/Total Area,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Crops -> Farm Households by Growing Area of Medicinal Crops/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_3 -> 
6,                         Greenhouse Crop Farming Households/Total Area,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Crops -> Greenhouse Crop Farming Households/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_3 -> 
6,                         Farm Households by Harvest Area of Greenhouse Tomato/Total Area,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Crops -> Farm Households by Harvest Area of Greenhouse Tomato/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_3 -> 
6,                         Farm Households by Harvest Area of Greenhouse Strawberry/Total Area,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Crops -> Farm Households by Harvest Area of Greenhouse Strawberry/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_3 -> 
6,                         Fruit Growing Households/Total Area,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Crops -> Fruit Growing Households/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_3 -> 
6,                         Farm Households by Growing & Harvest Area of Apple/Total Area,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Crops -> Farm Households by Growing & Harvest Area of Apple/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_3 -> 
6,                         Farm Households by Growing & Harvest Area of Pear/Total Area,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Crops -> Farm Households by Growing & Harvest Area of Pear/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_3 -> 
6,                         Farm Households by Growing & Harvest Area of Peach/Total Area,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Crops -> Farm Households by Growing & Harvest Area of Peach/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_3 -> 
6,                         Farm Households by Growing & Harvest Area of Open Field Grape/Total Area,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Crops -> Farm Households by Growing & Harvest Area of Open Field Grape/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_3 -> 
6,                         Apple Growing Households by Major Variety,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Crops -> Apple Growing Households by Major Variety", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_3 -> 
5,                    Livestocks,,,,"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Livestocks", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_4
6,                         Farm Households Raising Livestock/Total Head,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Livestocks -> Farm Households Raising Livestock/Total Head", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_4 -> 
6,                         Farm Households by Size of Raising Korean Beef Cattle/Total Head,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Livestocks -> Farm Households by Size of Raising Korean Beef Cattle/Total Head", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_4 -> 
6,                         Farm Households by Size of Raising Pigs/Total Head,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2010 -> Livestocks -> Farm Households by Size of Raising Pigs/Total Head", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m_1 -> MT_CTITLE_m_1_4 -> 
4,               2005,,,,"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2005", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m9
5,                    Farm Households,,,,"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2005 -> Farm Households", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m9 -> MT_CTITLE_m91
6,                         No. of Farm Households by Area of Cultivated Land/Total Cultivated Land,Statistics Table,Statistics Korea,5Annual (2005 ~ 2005),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2005 -> Farm Households -> No. of Farm Households by Area of Cultivated Land/Total Cultivated Land", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m9 -> MT_CTITLE_m91 -> 
6,                         No. of Farm Households by Age & Educational Attainment of Farm Manager,Statistics Table,Statistics Korea,5Annual (2005 ~ 2005),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2005 -> Farm Households -> No. of Farm Households by Age & Educational Attainment of Farm Manager", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m9 -> MT_CTITLE_m91 -> 
5,                    Farm Household Population,,,,"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2005 -> Farm Household Population", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m9 -> MT_CTITLE_m92
6,                         Farm Household Population by Sex and Age,Statistics Table,Statistics Korea,5Annual (2005 ~ 2005),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2005 -> Farm Household Population -> Farm Household Population by Sex and Age", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m9 -> MT_CTITLE_m92 -> 
